algorithm,elapsed_time,iterations_done,total_iterations,iterations_per_second,book_index,similarity_score,,book_title,recommended_description
,,,,,5150.0,0.996,,Eternal Rider,"They are here. They ride. The Four Horsemen of the Apocalypse.His name is Ares, and the fate of mankind rests on his powerful shoulders. If he falls to the forces of evil, the world falls too. As one of the Four Horsemen of the Apocalypse, he is far stronger than any mortal, but even he cannot fight his destiny forever. Not when his own brother plots against him. Yet there is one last hope. Gifted in a way other humans can't-or won't-understand, Cara Thornhart is the key to both this Horseman's safety and his doom. But involving Cara will prove treacherous, even beyond the maddening, dangerous desire that seizes them the moment they meet. For staving off eternal darkness could have a staggering cost: Cara's life."
,,,,,4697.0,0.996,,A Mad Zombie Party,"The battle rages on.Ali Bell and Cole Holland's crew of zombie slayers thought they'd won the war against Anima Industries, the evil company responsible for capturing and experimenting on zombies in an effort to discover the secret to immortality. In the last epic clash, the slayers lost many of their crew and closest friends. But Frosty, the ice man himself, has not recovered from one casualty in particularÃ¢ÂÂthe love of his life, Kat Parker.On the path to self-annihilation, Frosty receives a message from beyondÃ¢ÂÂKat's spirit returns, insisting he partner with rogue slayer Camilla Marks. Frosty will do anything for Kat. Except that. Camilla is the one who betrayed them all, leading to Kat's death.But when Anima rises from the grave to become a force the slayers may not have the strength to overcome, Frosty, Camilla and all the slayers will have to work together to survive. And one broken slayer will learn that sometimes, the line between hate and attraction is blurred...and the road to redemption isn't through revenge, but in letting go of the past and grabbing hold of the futur"
,,,,,10802.0,0.996,,Battlefield Earth: A Saga of the Year 3000,"If you liked Dune, Atlantis Gene, Foundation, Ender's Game, and Starship Troopers, you'll love Battlefield Earth. Sadistic Aliens......Man is an endangered species.Is it the end of the world or the rebirth of a new one?In the year A.D. 3000, Earth is a dystopian wasteland. The great cities stand crumbling as a brutal reminder of what we once were. When the Psychlos invaded, all the worldÃ¢ÂÂs armies mustered little resistance against the advanced alien weapons.Now, the man animals serve one purpose. Do the PsychlosÃ¢ÂÂ bidding or face extinction.One man, Jonnie Goodboy Tyler, has a plan. They must learn about the Psychlos and their weapons. He needs the other humans to follow him. And that may not be enough.Can he outwit his Psychlo captor, Terl?The fate of the Galaxy lies on the Battlefield of Earth."
,,,,,12015.0,0.996,,The Alexandria Link,"Cotton Malone retired from the high-risk world of elite operatives for the U.S. Justice Department to lead the low-key life of a rare-book dealer. But his quiet existence is shattered when he receives an anonymous e-mail: Ã¢ÂÂYou have something I want. YouÃ¢ÂÂre the only person on earth who knows where to find it. Go get it. You have 72 hours. If I donÃ¢ÂÂt hear from you, you will be childless.Ã¢ÂÂ His horrified ex-wife confirms that the threat is real: Their teenage son has been kidnapped. When MaloneÃ¢ÂÂs Copenhagen bookshop is burned to the ground, it becomes brutally clear that those responsible will stop at nothing to get what they want. And what they want is nothing less than the lost Library of Alexandria.A cradle of ideasÃ¢ÂÂhistorical, philosophical, literary, scientific, and religiousÃ¢ÂÂthe Library of Alexandria was unparalleled in the world. But fifteen hundred years ago, it vanished into the mists of myth and legendÃ¢ÂÂits vast bounty of wisdom coveted ever since by scholars, fortune hunters, and those who believe its untold secrets hold the key to ultimate power.Now a cartel of wealthy international moguls, bent on altering the course of history, is desperate to breach the libraryÃ¢ÂÂs hallowed hallsÃ¢ÂÂand only Malone possesses the information they need to succeed. At stake is an explosive ancient document with the potential not only to change the destiny of the Middle East but to shake the worldÃ¢ÂÂs three major religions to their very foundations.Pursued by a lethal mercenary, Malone crosses the globe in search of answers. His quest will lead him to England and Portugal, even to the highest levels of American governmentÃ¢ÂÂand the shattering outcome, deep in the Sinai desert, will have worldwide repercussions."
,,,,,4253.0,0.996,,Dayhunter,"A new day dawns blood red  A master of fire, Mira is the last hope for the world. For centuries she has secretly enforced the history-altering edicts of the Triad. Now she and her unlikely ally--the human vampire hunter, Danaus--have come to Venice, home of the nightwalker rulers. But there is no safety in the ancient city, for the threat of conflict is in the wind . . . with unholy alliances and earth-shattering betrayals taking hideous form in the shadows.  Banished for eons beyond the world's boundaries, the malevolent ""naturi"" prepare to feed once again upon a vulnerable earth--and treachery is opening wide the portal that will enable their dread re-emergence. The great battle that has always been Mira's destiny is looming, and she must remain powerful in the face of a shocking revelation: that Danaus, the only creature she dares to trust, is something more than the man he claims to be . . ."
,,,,,4757.0,0.996,,City of Heavenly Fire,"In this dazzling and long-awaited conclusion to the acclaimed Mortal Instruments series, Clary and her friends fight the greatest evil they have ever faced: Clary's own brother.Sebastian Morgenstern is on the move, systematically turning Shadowhunter against Shadowhunter. Bearing the Infernal Cup, he transforms Shadowhunters into creatures out of nightmare, tearing apart families and lovers as the ranks of his Endarkened army swell.The embattled Shadowhunters withdraw to Idris - but not even the famed demon towers of Alicante can keep Sebastian at bay. And with the Nephilim trapped in Idris, who will guard the world against demons?When one of the greatest betrayals the Nephilim have ever known is revealed, Clary, Jace, Isabelle, Simon, and Alec must flee - even if their journey takes them deep into the demon realms, where no Shadowhunter has set foot before, and from which no human being has ever returned...Love will be sacrificed and lives lost in the terrible battle for the fate of the word in the thrilling final installment of the classic urban fantasy series The Mortal Instruments!"
,,,,,1709.0,0.996,,Magic's Promise,"Groundbreaking epic fantasy series in Mercedes LackeyÃ¢ÂÂs Valdemar universe Ã¢ÂÂ¢ Lambda-Award winning novels with heartfelt high adventure and magic ÃÂ ÃÂ Wild magic is taking its toll on the land. Many Heralds and Herald-Mages have died fighting to preserve the peace. Even Vanyel, the most powerful of the Herald-Mages is almost at the end of his strength, in need of a respite from the dual threats of war and dark magic.ÃÂ But for Vanyel, there can be no rest. Not when his Companion, Yfandes, receives a summons which canÃ¢ÂÂt be ignored Ã¢ÂÂ a desperate cry of a magical holocaust in the neighboring kingdom. Almost overwhelmed by the devastations they discover there, Herald-Mage and Companion must try to unravel this tragic mystery.ÃÂ Is the young Prince Tashir, a newly Chosen Herald who canÃ¢ÂÂt control his magic, responsible for the destruction? Or is Tashir a pawn in a deeper, more deadly gameÃ¢ÂÂand, if so, will Vanyel be able to find and defeat the true destroyer before this master of dark powers can strike again?"
,,,,,2332.0,0.996,,Curse of the Dark Prince,"With the powerful cities of Seran and Loreen having fallen to elves, and the dark flame escaping its bonds, Prince Vasili CavilleÃ¢ÂÂs plight has never been more desperate. But for the first time in his lifetime, heÃ¢ÂÂs not alone. With the formidable Nikolas Yazdan at his side, not all is lost. But Nikolas has changed. The Yazdan legacy has caught up with him, and as strong and stubborn as he is, nobody can resist the flameÃ¢ÂÂs call for long. For all his words of honor and sacrifice, Vasili fears heÃ¢ÂÂs losing Nikolas, and with him any chance of defeating the elves for good. Love, power, control. To save both himself and Nikolas, Vasili must surrender it all and embrace everything a Caville is destined to be. For beneath the broken palace, hidden inside its heart, lies the answer to everything. And all it will cost, is love. 
The PrinceÃ¢ÂÂs Assassin series comes to its explosive conclusion in Curse of the Dark Prince, the third and final book. 

Reading order:King of the DarkReign of DarknessCurse of the Dark PrinceThe Cottage (novella)"
,,,,,7281.0,0.996,,The Hero of Ages,"""Description contains spoilers for previous book in the series""Who is the Hero of Ages?To end the Final Empire and restore freedom, Vin killed the Lord Ruler. But as a result, the DeepnessÃ¢ÂÂthe lethal form of the ubiquitous mistsÃ¢ÂÂis back, along with increasingly heavy ashfalls and ever more powerful earthquakes. Humanity appears to be doomed.Having escaped death at the climax of The Well of Ascension only by becoming a Mistborn himself, Emperor Elend Venture hopes to find clues left behind by the Lord Ruler that will allow him to save the world. Vin is consumed with guilt at having been tricked into releasing the mystic force known as Ruin from the Well. Ruin wants to end the world, and its near omniscience and ability to warp reality make stopping it seem impossible. Vin can't even discuss it with Elend lest Ruin learn their plans!"
,,,,,12753.0,0.996,,Dragons of Winter Night,"With the return of the dragon minions of Takhisis, the Queen of Dragons, the land of Krynn has become more dangerous than ever. But as the nations of Krynn prepare to fight for their homes, their lives, and their freedom, longstanding hatreds and prejudices interfere. When fighting breaks out among the races, it seems the battle is lost before it even begins. Meanwhile, the heroic Companions have been torn apart by war. A full season will pass before they meet againÃ¢ÂÂif they meet again. Raistlin has made an ominous prediction, one that implies not all of the Companions will survive the fight. His warning, along with sinister dreams, haunt the friends as they search for the weapons that will stop the Dark Queen in her tracks: the mysterious Dragon Orbs and legendary Dragonlance.Another riveting tale in the Dragonlance Chronicles, Dragons of Winter Night is an action-packed adventure in which the true value of love and friendship is measured against the backdrop of a catastrophic war between good and evil.They won their first real battle in the war for Krynn, but the war has only just begun for the Companions! Friendships born in conflict will be torn apart. Hope will rest on the shoulders of a disgraced Knight and his two inexperienced companions. Worlds long divided by hatred and prejudice will either band together in a last struggle against darkness - or perish for all time."
,,,,,41.0,0.996,,The Throne of Fire,"Ever since the gods of Ancient Egypt were unleashed in the modern world, Carter Kane and his sister Sadie have been in trouble. As descendants of the House of Life, the Kanes have some powers at their command, but the devious gods haven't given them much time to master their skills at Brooklyn House, which has become a training ground for young magicians. And now their most threatening enemy yet - the chaos snake Apophis - is rising. If they don't prevent him from breaking free in a few days' time, the world will come to an end. In other words, it's a typical week for the Kane family. To have any chance of battling the Forces of Chaos, the Kanes must revive the sun god Ra. But that would be a feat more powerful than any magician has ever accomplished. First they have to search the world for the three sections of the Book of Ra, then they have to learn how to chant its spells. Oh, and did we mention that no one knows where Ra is exactly? Narrated in two different wisecracking voices, featuring a large cast of new and unforgettable characters, and with adventures spanning the globe, this second installment in the Kane Chronicles is nothing short of a thrill ride."
,,,,,5095.0,0.996,,Rise of the Demons,"By 2015 the streets of Los Angeles have been transformed from a thriving metropolis to a hostile world ravaged by demons bent on assimilating the human race. Standing between this total apocalypse of humanity and their chance for survival is 19 year old Remy Martin.A warrior in her own right, trained to think on her feet and kill if the situation requires, she is flanked by her older brother and younger sister. Together, they devise a plan to take back the streets. Against the wishes of their father, who commands the resistance forces, they venture into unknown realms of the supernatural in a race against time with the fate of the entire world in their young hands.Join them on their mission into darkness where death lies around every corner, it is virtually impossible to distinguish your enemies from your allies, and a single mistake could result in the annihilation of everyone youÃ¢ÂÂve ever known and loved."
,,,,,11615.0,0.996,,Dragon Wing,"Ages ago, sorcerers of unmatched power sundered a world into four realms--sky, stone, fire, and water--then vanished. Over time, magicians learned to work spells only in their own realms and forgot the others. Now only the few who have survived the Labyrinth and crossed the Death Gate know of the presence of all four realms--and even they have yet to unravel the mysteries of their severed world...In Arianus, Realm of Sky, humans, elves, and dwarves battle for control of precious water--traversing a world of airborne islands on currents of elven magic and the backs of mammoth dragons. But soon great magical forces will begin to rend the fabric of this delicate land. An assassin will be hired to kill a royal prince--by the king himself. A dwarf will challenge the beliefs of his people--and lead them in rebellion. And a sinister wizard will enact his plan to rule Arianus--a plan that may be felt far beyond the Realm of Sky and into the Death Gate itself."
,,,,,5299.0,0.996,,The Branches of Time,"A shower of splinters exterminates the people of the island of Turios. Only Bashinoir, badly wounded, his wife Lil and the Priestess Miril survive. They would like to give a worthy burial to their loved ones, but the corpses have disappeared. Their only hope of salvation lies in the magical protection of the Temple. But they must cope with dark threats. A shadow haunts their hearts, threatening to divide and destroy them; their bodies seem to be less consistent. The closeness between the two women contrasts with the isolation of Bashinoir.In the realm of Isk, wizards and advisors must submit to the insatiable greed of sex and war as well as the power of King Beanor. The last of his young wives, however, does not want to surrender to the loss of love and freedom. Will games and tricks under the sheets be the key turning point of a millenarian war?"
,,,,,4045.0,0.995,,Conspiracy,"The members of the Ironskin Clan live in a state of constant flux. Their lives have been going from blissful and ideal to hellish and miserable since the beginning of the line. With the latest members however, Liz, Michael and Vincent, they have had more than their fair share of the bad. One member of their family has miraculously been restored to them, although a piece of him is still missing. The Angels have fallen, it's a time of great tragedy for the entire world. But that has not slowed down the plot of the Archdemons, the pagan gods or other, unforeseen enemies... not by one bit. The entire world witnessed the sky literally fall, yet the only evidence left are over a thousand craters littering the worldwide landscape. This has forced many secret societies to form to combat what they perceive as a hidden war, a threat to their ways of life. Without even knowing it, Michael, Liz, Vincent and their entire family, are now being targeted as the sole threat of a massive conspiracy. The humans are no longer finding it easy to accept ""The Great Lie"", the ""Magnum Mendacium"". With time running out, for all factions involved, who will win? Will Clan Ironskin be able to prevent any of their major enemies to triumph, all the while, maintaining the sanctity of the veil? Or is the veil already destroyed, and it's just a matter of time before the humans revolt against the elder races...? Not if nature's staunchest defender has anything to say about that..."
,,,,,4952.0,0.995,,Tower of Dawn,"Chaol Westfall and Nesryn Faliq have arrived in the shining city of Antica to forge an alliance with the Khagan of the Southern Continent, whose vast armies are Erilea's last hope. But they have also come to Antica for another purpose: to seek healing at the famed Torre Cesme for the wounds Chaol received in Rifthold.After enduring unspeakable horrors as a child, Yrene Towers has no desire to help the young lord from Adarlan, let alone heal him. Yet she has sworn an oath to assist those in needÃ¢ÂÂand will honor it. But Lord Westfall carries shadows from his own past, and Yrene soon comes to realize they could engulf them both.In this sweeping parallel novel to the New York Times bestselling Empire of Storms, Chaol, Nesryn, and Yrene will have to draw on every scrap of their resilience if they wish to save their friends. But while they become entangled in the political webs of the khaganate, deep in the shadows of mighty mountains where warriors soar on legendary ruks, long-awaited answers slumber. Answers that might offer their world a chance at survivalÃ¢ÂÂor doom them all . . ."
,,,,,894.0,0.995,,Elementals: Mystic Warriors,"Enter into the enchanting world of the Mystic Warriors. Where an ageless immortal society of gifted and powerful supernatural beings exist, unknown to man, with magic and the ability to control the elements of nature and use these ability to fight the forces of darkness. Desire, love, and adventure lie ahead for two unlikely souls destined to be together.Powerful shifter, telepath and practitioner of magic, Bly La Croix is a true daughter of the earth. SheÃ¢ÂÂs a descendant from a long line of Elemental warriors and magical beings as a protector of mankind while living among normal man as one of them. The various roles sheÃ¢ÂÂs assumed over time afforded her the secrecy necessary to fulfill her protective role to man. Andrew Von Erikson, the eldest of the Von Erikson triplets born over six hundred years ago. The situation surrounding their birth created the one of a kind warrior that they are. Known to the society of Elementals as Day Walkers, they are a triple threat to combat the evil of the world. Due to the circumstance of his birth Andrew exists in a world of isolation, expecting nothing, to never find a mate who can save him from the shadows that haunt his being. They were both summoned to return to Nos Ysse Kraggenra Ã¢ÂÂ Sanctuary Mountain, by the governing council of their society. Trouble is brewing and danger of the dark forces is presenting itself. ItÃ¢ÂÂs prey, mankind and their weaknesses. From the moment they meet, Bly and Andrew are drawn to one another, helpless to resist the desire that ignites between them. Destiny has brought them together, but is it enough to overcome the obstacles that malevolent force has thrown in their path. Will the desire they share be enough to overcome the barriers of their lives that separate them?"
,,,,,4076.0,0.995,,A Dance with Dragons,"Alternate cover edition of ASIN B004XISI4AIn the aftermath of a colossal battle, the future of the Seven Kingdoms hangs in the balanceÃ¢ÂÂbeset by newly emerging threats from every direction. In the east, Daenerys Targaryen, the last scion of House Targaryen, rules with her three dragons as queen of a city built on dust and death. But Daenerys has thousands of enemies, and many have set out to find her. As they gather, one young man embarks upon his own quest for the queen, with an entirely different goal in mind.Fleeing from Westeros with a price on his head, Tyrion Lannister, too, is making his way to Daenerys. But his newest allies in this quest are not the rag-tag band they seem, and at their heart lies one who could undo DaenerysÃ¢ÂÂs claim to Westeros forever.Meanwhile, to the north lies the mammoth Wall of ice and stoneÃ¢ÂÂa structure only as strong as those guarding it. There, Jon Snow, 998th Lord Commander of the NightÃ¢ÂÂs Watch, will face his greatest challenge. For he has powerful foes not only within the Watch but also beyond, in the land of the creatures of ice.From all corners, bitter conflicts reignite, intimate betrayals are perpetrated, and a grand cast of outlaws and priests, soldiers and skinchangers, nobles and slaves, will face seemingly insurmountable obstacles. Some will fail, others will grow in the strength of darkness. But in a time of rising restlessness, the tides of destiny and politics will lead inevitably to the greatest dance of all."
,,,,,6283.0,0.995,,The Wandering Fire,"In the second novel in Guy Gavriel Kay's critically acclaimed Fionavar Tapestry, five men and women from our world must play their parts in a colossal war, as the first of all worlds confronts an ancient evil...After a thousand years of imprisonment the Unraveller has broken free and frozen Fionavar in the ice of eternal winter. His terrible vengeance has begun to take its toll on mortals and demi-gods, mages and priestesses, dwarves and the Children of Light.The five brought from Earth across the tapestry of worlds must act to wake the allies Fionavar desperately needs. But no one can know if these figures out of legend have power enough to shatter the icy grip of death upon the land--or if they even want to..."
