algorithm,elapsed_time,iterations_done,total_iterations,iterations_per_second,book_index,similarity_score,,book_title,recommended_description
,,,,,4637.0,0.557,,No True Gentleman,"In this powerful and passionate novel from Liz Carlyle, one of romance fiction's brightest new stars, a high-society murder brings scandal to the lords and ladies of the ton -- and unexpected desire to a pair of unlikely lovers.
No True Gentleman
 Lady Catherine Wodeway knows that no true gentleman would presume to kiss a lady senseless without a proper introduction -- not even to save her life. yet somehow, Maximilian de Rohan's dark good looks, brooding manner, and mysterious past make it all too easy for Catherine to forget that she's a lady.  Although Max is stunned by Catherine's beauty, honesty, and charm, he knows that getting mixed up with a noblewoman can end badly, especially when her brother is a murder suspect. But when Catherine stumbles onto the key to Max's murder investigation and unwittingly places herself in the killer's hands he will risk everything to pull her out of danger and into the arms of love."
,,,,,9760.0,0.556,,Dreamer's Pool,"Award-winning author Juliet Marillier ""weaves magic, mythology, and folklore into every sentence on the page"" (The Book Smugglers). Now she begins an all-new and enchanting series that will transport readers to a magical vision of ancient Ireland...In exchange for help escaping her long and wrongful imprisonment, embittered magical healer Blackthorn has vowed to set aside her bid for vengeance against the man who destroyed all that she once held dear. Followed by a former prison mate, a silent hulk of a man named Grim, she travels north to Dalriada. There she'll live on the fringe of a mysterious forest, duty bound for seven years to assist anyone who asks for her help. Oran, crown prince of Dalriada, has waited anxiously for the arrival of his future bride, Lady Flidais. He knows her only from a portrait and sweetly poetic correspondence that have convinced him Flidais is his destined true love. But Oran discovers letters can lie. For although his intended exactly resembles her portrait, her brutality upon arrival proves she is nothing like the sensitive woman of the letters.With the strategic marriage imminent, Oran sees no way out of his dilemma. Word has spread that Blackthorn possesses a remarkable gift for solving knotty problems, so the prince asks her for help. To save Oran from his treacherous nuptials, Blackthorn and Grim will need all their resources: courage, ingenuity, leaps of deduction, and more than a little magic."
,,,,,2124.0,0.556,,The Constant Princess,"Splendid and sumptuous historical novel from the internationally bestselling author, Philippa Gregory, telling of the early life of Katherine of Aragon.We think of Katherine of Aragon as the barren wife of a notorious king; but behind this legacy lies a fascinating story.Katherine of Aragon is born Catalina, the Spanish Infanta, to parents who are both rulers and warriors. Aged four, she is betrothed to Arthur, Prince of Wales, and is raised to be Queen of England. She is never in doubt that it is her destiny to rule that far-off, wet, cold land.Her faith is tested when her prospective father-in-law greets her arrival in her new country with a great insult; Arthur seems little better than a boy; the food is strange and the customs coarse. Slowly she adapts to the first Tudor court, and life as ArthurÃ¢ÂÂs wife grows ever more bearable.But when the studious young man dies, she is left to make her own future: how can she now be queen, and found a dynasty? Only by marrying ArthurÃ¢ÂÂs young brother, the sunny but spoilt Henry. His father and grandmother are against it; her powerful parents prove little use. Yet Katherine is her motherÃ¢ÂÂs daughter and her fighting spirit is strong.She will do anything to achieve her aim; even if it means telling the greatest lie, and holding to it."
,,,,,11479.0,0.55,,Anne Hawksmoor: Time in the Tower,"Young Adult Novel for pre-teens, teens and all ages. The life of a pre-teen is hard enough... but the bullies at ANNE HAWKSMOORÃ¢ÂÂs school make it even worse. Every day, Anne finds herself seeking refuge in the Chicago Public Library, burying herself in her favorite history, science, and math books... distant from all of her peers. But while on a summer visit to her ancestral home in Greenwich,England, Anne visits the Tower of London with her cousin Claire...only to find themselves trapped in the year 1548. With a young King Edward and his servant James, Anne and Claire must journey on an epic adventure to find a way home before they are stuck in the 16th century forever. Note: This is a 3-part series in one book."
,,,,,5592.0,0.548,,Fairest of All,"The tale of the young princess and her evil stepmother, the Wicked Queen, is widely known. Despite a few variations from telling to telling, the story remains the sameÃ¢ÂÂthe Queen was jealous of the girlÃ¢ÂÂs beauty, and this jealousy culminated in the QueenÃ¢ÂÂs attempt on the sweet, naive girlÃ¢ÂÂs life. Another tale far less often spoken of is the one that explains what caused the Queen to become so contemptuously vile. Still, some have attempted to guess at the reason. Perhaps the QueenÃ¢ÂÂs true nature was that of a wicked hag and her beautiful, regal appearance a disguise used to fool the King. Others claim that the Queen might have hated the girl for her resemblance to the KingÃ¢ÂÂs first wife. Mostly, the Queen is painted as a morally abhorrent woman who never loved another being during the course of her miserable life.In fact, the theories about exactly what cause the QueenÃ¢ÂÂs obsessive vanity and jealous rage are too numerous to catalog. This book recounts a version of the story that has remained untold until now. It is a tragic tale of love and loss, and it contains a bit of magic. It is a tale of the Wicked QueenÃ¢ÂÂ¦"
,,,,,11153.0,0.543,,Here Be Dragons,"Thirteenth-century Wales is a divided country, ever at the mercy of England's ruthless, power-hungry King John. Then Llewelyn, Prince of North Wales, secures an uneasy truce with England by marrying the English king's beloved, illegitimate daughter, Joanna. Reluctant to wed her father's bitter enemy, Joanna slowly grows to love her charismatic and courageous husband who dreams of uniting Wales. But as John's attentions turn again and again to subduing Wales--and Llewelyn--Joanna must decide to which of these powerful men she owes her loyalty and love.A sweeping novel of power and passion, loyalty and lives, this is the book that began the trilogy that includes FALLS THE SHADOW and THE RECKONING."
,,,,,9517.0,0.541,,The Outlander,"In 1903 a mysterious young woman flees alone across the West, one heart-pounding step ahead of the law. At nineteen, Mary Boulton has just become a widowÃ¢ÂÂand her husband's killer. As bloodhounds track her frantic race toward the mountains, she is tormented by mad visions and by the knowledge that her two ruthless brothers-in-law are in pursuit, determined to avenge their younger brother's death. Responding to little more than the primitive fight for life, the widow retreats ever deeper into the wildernessÃ¢ÂÂand into the wilds of her own mindÃ¢ÂÂencountering an unforgettable cast of eccentrics along the way. With the stunning prose and captivating mood of great works like Charles Frazier's Cold Mountain or early Cormac McCarthy, Gil Adamson's intoxicating debut novel weds a brilliant literary style to the gripping tale of one woman's desperate escape."
,,,,,7289.0,0.537,,The Virgin Blue,"Meet Ella Turner and Isabelle du MoulinÃ¢ÂÂtwo women born centuries apart, yet bound by a fateful family legacy. When Ella and her husband move to a small town in France, Ella hopes to brush up on her French, qualify to practice as a midwife, and start a family of her own. Village life turns out to be less idyllic than she expected, however, and a peculiar dream of the color blue propels her on a quest to uncover her familyÃ¢ÂÂs French ancestry. As the novel unfoldsÃ¢ÂÂalternating between EllaÃ¢ÂÂs story and that of Isabelle du Moulin four hundred years earlierÃ¢ÂÂa common thread emerges that unexpectedly links the two women. Part detective story, part historical fiction, The Virgin Blue is a novel of passion and intrigue that compels readers to the very last page."
,,,,,6502.0,0.536,,The Red Queen,"Librarian's note: An alternate cover edition can be found hereThe second book in Philippa's stunning new trilogy, The Cousins' War, brings to life the story of Margaret Beaufort, a shadowy and mysterious character in the first book of the series - The White Queen - but who now takes centre stage in the bitter struggle of The War of the Roses. The Red Queen tells the story of the child-bride of Edmund Tudor, who, although widowed in her early teens, uses her determination of character and wily plotting to infiltrate the house of York under the guise of loyal friend and servant, undermine the support for Richard III and ultimately ensure that her only son, Henry Tudor, triumphs as King of England. Through collaboration with the dowager Queen Elizabeth Woodville, Margaret agrees to a betrothal between Henry and Elizabeth's daughter, thereby uniting the families and resolving the Cousins War once and for all by founding of the Tudor dynasty."
,,,,,551.0,0.535,,Practical Magic,"Alternate cover for ISBN 9780425190371 (currently here).The Owens sisters confront the challenges of life and love in this bewitching novel from New York Times bestselling author Alice Hoffman.For more than two hundred years, the Owens women have been blamed for everything that has gone wrong in their Massachusetts town. Gillian and Sally have endured that fate as well: as children, the sisters were forever outsiders, taunted, talked about, pointed at. Their elderly aunts almost seemed to encourage the whispers of witchery, with their musty house and their exotic concoctions and their crowd of black cats. But all Gillian and Sally wanted was to escape. One will do so by marrying, the other by running away. But the bonds they share will bring them backÃ¢ÂÂalmost as if by magic..."
,,,,,2089.0,0.535,,Elizabeth: The Struggle for the Throne,"The legend of Elizabeth I, the untouchable, charismatic Virgin Queen, is a powerful and enduring one. Most biographies focus on the years of her reign, during which she proved herself as adept a ruler -- and as shrewd an operator -- as England had ever seen. But while the history of her rule is fascinating, the story of how her remarkable character was forged seems vital to a full understanding of the woman who led England into a new age of prosperity, power, and artistic achievement. David Starkey's Elizabeth: The Struggle for the Throne explores the terra incognita of Elizabeth's early years, and the result is nothing short of captivating.Starkey finds that Elizabeth's early years ran the gamut from days of snug security as the daughter of Henry VIII and Anne Boleyn, and Henry's heir apparent, to the years of uncertainty after her mother's execution whenElizabeth was separated from court and virtually forgotten. She received a first-rate academic education, excelling in languages and rhetoric and exhibiting a strong interest in the Protestant religion her father had established in England. But the education she received from life itself would prove far more valuable for the monarch-to-be. After the death of Henry VIII and Edward VI (Elizabeth's half brother), Elizabeth's status as sister and would-be successor to the Catholic queen Mary put her in a dangerous position.It also put her in prison at Mary's command -- and perilously close to execution -- after plots to place Elizabeth on the throne were revealed. Starkey makes it clear that while others may have actually done the dirty work, Elizabeth was usually in the thick of these efforts. Her imprisonment taught her to cover her tracks, but it did not stop her maneuverings. While fervently professing her Catholic faith, she surrounded herself with Protestant advisers and attendants, and bided her time. She evaded another snare of her sister's when Mary attempted to neutralize Elizabeth by marrying her off to a Catholic Spaniard in exchange for naming Elizabeth her successor. Perhaps Elizabeth had learned early on from the plight of her mother that marriage had its drawbacks. Starkey, however, suggests that Elizabeth, in a moment of true regality, would not accept the crown if it came through bullying and capitulation. Again, Elizabeth bided her time.Her seeming patience -- for Starkey reveals that Elizabeth continued to plot -- paid off when Mary, never robust, entered her final illness. Elizabeth managed to convince the now irrational queen that she was, indeed, a staunch Catholic and vowed to preserve England as a Catholic realm. Upon Mary's death, Elizabeth ascended to the throne with no meaningful opposition, thereby beginning what would be a golden age, one of the most legendary reigns in history. Starkey lets us understand, for the first time, the forces that made her into the formidable woman -- and brilliant ruler -- that she would soon prove to be."
,,,,,9157.0,0.535,,The BrontÃÂ« Plot,"Lucy Alling makes a living selling rare books, often taking suspicious measures to reach her goals. When her unorthodox methods are discovered, Lucy's secret ruins her relationship with her boss and her boyfriend JamesÃ¢ÂÂleaving Lucy in a heap of hurt, and trouble. Something has to change; she has to change.In a sudden turn of events, James's wealthy grandmother Helen hires Lucy as a consultant for a London literary and antiques excursion. Lucy reluctantly agrees and soon discovers Helen holds secrets of her own. In fact, Helen understands Lucy's predicament better than anyone else.As the two travel across England, Lucy benefits from Helen's wisdom, as Helen confronts the ghosts of her own past. Everything comes to a head at Haworth, home of the BrontÃÂ« sisters, where Lucy is reminded of the sisters' beloved heroines, who, with tenacity and resolution, enduredÃ¢ÂÂeven in the midst of change.Now Lucy must go back into her past in order to move forward. And while it may hold mistakes and regrets, she will prevailÃ¢ÂÂif only she can step into the life that's been waiting for her all along."
,,,,,11314.0,0.534,,"The Autobiography of Henry VIII: With Notes by His Fool, Will Somers","This is the story of England's most famous, and notorious, king.Henry was a charismatic, ardent - and brash - young lover who married six times; a scholar with a deep love of poetry and music; an energetic hunter who loved the outdoors; a monarch whose lack of a male heir haunted him incessantly; and a ruthless leader who would stop at nothing to achieve his desires. His monumental decision to split from Rome and the Catholic Church was one that would forever shape the religious and political landscape of Britain.Combining magnificent storytelling with an extraordinary grasp of the pleasures and perils of power, Margaret George delivers a vivid portrait of Henry VIII and Tudor England and the powerhouse of players on its stage: Thomas Cromwell, Cardinal Wolsey, Thomas More and Anne Boleyn. It is also a narrative told from an original perspective: Margaret George writes from the King's point of view, injecting irreverent comments from Will Somers - Henry's jester and confidant."
,,,,,317.0,0.534,,A Night Like This,"Anne Wynter might not be who she says she is...But she's managing quite well as a governess to three highborn young ladies. Her job can be a challengeÃ¢ÂÂin a single week she finds herself hiding in a closet full of tubas, playing an evil queen in a play that might be a tragedy (or might be a comedyÃ¢ÂÂno one is sure), and tending to the wounds of the oh-so-dashing Earl of Winstead. After years of dodging unwanted advances, he's the first man who has truly tempted her, and it's getting harder and harder to remind herself that a governess has no business flirting with a nobleman.Daniel Smythe-Smith Might be in mortal danger...But that's not going to stop the young earl from falling in love. And when he spies a mysterious woman at his family's annual musicale, he vows to pursue her, even if that means spending his days with a ten-year-old who thinks she's a unicorn. But Daniel has an enemy, one who has vowed to see him dead. And when Anne is thrown into peril, he will stop at nothing to ensure their happy ending..."
,,,,,10837.0,0.533,,If You Could See Me Now,"From the bestselling author of P.S. I Love You and Love, Rosie, Cecelia Ahern, comes an enchanting novel that leads you to wonder if Not Seeing is believing!Readers and critics alike adore Cecelia Ahern for her lighthearted yet insightful stories about modern women and their often unusual situations. In If You Could See Me Now, she takes that theme a step further, offering us a heroine who is entirely believable, and the new man in her life who is, well, slightly less so.Elizabeth Egan's life runs on order: Both her home and her emotions are arranged just so, with little room for spontaneity. It's how she counteracts the chaos of her familyÃ¢ÂÂan alcoholic mother who left when she was young, an emotionally distant father, and a free-spirited sister, who seems to be following in their mother's footsteps, leaving her own six-year-old son, Luke, in Elizabeth's care.When Ivan, Luke's mysterious new grown-up friend, enters the picture, Elizabeth doesnt know quite what to make of him. With his penchant for adventure and colorful take on things large and small, Ivan opens Elizabeth's eyes to a whole new way of living. But is it for real? Is Ivan for real?If You Could See Me Now is a love story with heartÃ¢ÂÂand just a touch of magic."
,,,,,9162.0,0.532,,The Duchess War,"Sometimes love is an accident.This time, itÃ¢ÂÂs a strategy.Miss Minerva Lane is a quiet, bespectacled wallflower, and she wants to keep it that way. After all, the last time she was the center of attention, it ended badlyÃ¢ÂÂso badly that she changed her name to escape her scandalous past. Wallflowers may not be the prettiest of blooms, but at least they don't get trampled. So when a handsome duke comes to town, the last thing she wants is his attention.But that is precisely what she gets.Because Robert Blaisdell, the Duke of Clermont, is not fooled. When Minnie figures out what heÃ¢ÂÂs up to, he realizes there is more to her than her spectacles and her quiet ways. And heÃ¢ÂÂs determined to lay her every secret bare before she can discover his. But this time, one shy miss may prove to be more than his match..."
,,,,,1462.0,0.527,,Secrets of a Charmed Life,"The author of A Bridge Across the Ocean and The Last Year of the War journeys from the present day to World War II England, as two sisters are separated by the chaos of wartime...
 
Current day, Oxford, England. Young American scholar Kendra Van Zant, eager to pursue her vision of a perfect life, interviews Isabel McFarland just when the elderly woman is ready to give up secrets about the war that she has kept for decades...beginning with who she really is. What Kendra receives from Isabel is both a gift and a burdenÃ¢ÂÂone that will test her convictions and her heart.  1940s, England. As Hitler wages an unprecedented war against LondonÃ¢ÂÂs civilian population, hundreds of thousands of children are evacuated to foster homes in the rural countryside. But even as fifteen-year-old Emmy Downtree and her much younger sister Julia find refuge in a charming Cotswold cottage, EmmyÃ¢ÂÂs burning ambition to return to the city and apprentice with a fashion designer pits her against JuliaÃ¢ÂÂs profound need for her sisterÃ¢ÂÂs presence. Acting at cross purposes just as the Luftwaffe rains down its terrible destruction, the sisters are cruelly separated, and their lives are transformed..."
,,,,,6158.0,0.526,,The Dark Queen,"From Brittany's misty shores to the decadent splendor of Paris's royal court, one woman must fulfill her destiny while facing the treacherous designs of Catherine de Medici, the dark queen.

She is Ariane, the Lady of Faire Isle, one of the Cheney sisters, renowned for their mystical skills and for keeping the isle secure and prosperous. But this is a time when women of ability are deemed sorceresses, when Renaissance France is torn by ruthless political intrigues, and all are held in thrall to the sinister ambitions of Queen Catherine de Medici. Then a wounded stranger arrives on Faire Isle, bearing a secret the Dark Queen will do everything in her power to possess. The only person Ariane can turn to is the comte de Renard, a nobleman with fiery determination and a past as mysterious as his own unusual gifts.Riveting, vibrant, and breathtaking, The Dark Queen follows Ariane and Renard as they risk everything to prevent the fulfillment of a dreadful prophecy even if they must tempt fate and their own passions."
,,,,,6096.0,0.524,,To Pleasure a Prince,"Bestselling author Sabrina Jeffries pens the sizzling story of one of three half-noble half brothers, who makes a most unwelcome entrance into society...and a most unexpected match.Beautiful Lady Regina Tremaine has turned down so many suitors that she's called La Belle Dame Sans Merci. The truth: she won't marry because she carries a dark secret. She sees no good reason, however, why her brother shouldn't court the lovely Louisa North -- even if the girl's brother, the notorious ""Dragon Viscount,"" objects.Marcus North, Viscount Draker -- bastard son of the Prince of Wales -- is rumored to be a monster who holds women captive in his dark castle to have his way with them. He has been exiled from polite society for years. But when Lady Regina makes a plea on her brother's behalf, Marcus proposes an outrageous deal: her brother can court Louisa so long as Marcus can court Regina. Can the beauty and the beast survive a proper courtship when the devastatingly improper passion between them threatens to cause the scandal of the century?"
,,,,,5632.0,0.524,,Anne of Green Gables,"This heartwarming story has beckoned generations of readers into the special world of Green Gables, an old-fashioned farm outside a town called Avonlea. Anne Shirley, an eleven-year-old orphan, has arrived in this verdant corner of Prince Edward Island only to discover that the CuthbertsÃ¢ÂÂelderly Matthew and his stern sister, MarillaÃ¢ÂÂwant to adopt a boy, not a feisty redheaded girl. But before they can send her back, AnneÃ¢ÂÂwho simply must have more scope for her imagination and a real homeÃ¢ÂÂwins them over completely. A much-loved classic that explores all the vulnerability, expectations, and dreams of a child growing up, Anne of Green Gables is also a wonderful portrait of a time, a place, a familyÃ¢ÂÂ¦ and, most of all, love. WITH AN AFTERWORD BY JENNIFER LEE CARELL"
,,,,,2440.0,0.524,,Six Wives: The Queens of Henry VIII,"No one in history had a more eventful career in matrimony than Henry VIII. His marriages were daring and tumultuous, and made instant legends of six very different women. In this remarkable study, David Starkey argues that the king was not a depraved philanderer but someone seeking happiness -- and a son. Knowingly or not, he elevated a group of women to extraordinary heights and changed the way a nation was governed.Six Wives is a masterful work of history that intimately examines the rituals of diplomacy, marriage, pregnancy, and religion that were part of daily life for women at the Tudor Court. Weaving new facts and fresh interpretations into a spellbinding account of the emotional drama surrounding Henry's six marriages, David Starkey reveals the central role that the queens played in determining policy. With an equally keen eye for romantic and political intrigue, he brilliantly recaptures the story of Henry's wives and the England they ruled."
,,,,,11143.0,0.523,,The Looking Glass Wars,"Alyss of Wonderland?When Alyss Heart, newly orphaned heir to the Wonderland throne, flees through the Pool of Tears to escape her murderous Aunt Redd, she finds herself lost and alone in Victorian London. Befriended by an aspiring author named Lewis Carrol, Alyss tells the violent, heartbreaking story of her young life. Alyss trusts this author to tell the truth so that someone, somewhere will find her and bring her home. But he gets the story all wrong. He even spells her name incorrectly!Fortunately, Royal Bodyguard Hatter Madigan knows all too well the awful truth of Alyss' story - and he's searching every corner of our world to find the lost princess and return her to Wonderland, to battle Redd for her rightful place as the Queen of Hearts.The Looking Glass Wars unabashedly challenges our Wonderland assumptions of mad tea parties, grinning Cheshire cats, and a curious little blond girl to reveal an epic battle in the endless war for Imagination."
,,,,,1510.0,0.522,,Caught,"With proper manners and impeccable breeding, the beautiful Miss Alison Brooke should be the envy of London's 18th-century royal society. When villainy occurs, an unexpected hero comes to her aid. But rumors result, and Miss Brooke finds herself in the center of tawdry gossip.  Her rescuer, Robert Anderson, Viscount Charmaine, is preoccupied with troubled finances, an ill father, and defense of the Crown. Problematically, Charmaine's best friend, Marquis Anthony Farrington, is clandestinely helping fund the American Revolution.  Miss Brooke's large dowry tempts both men. Her father, however, wants his daughter to marry for love, not money. Without her father's permission for marriage, is Miss Broke ready to relinquish her privileged life for love?  In this realistic tale of historical fiction brimming with wealth and uncertain allegiances, society's obligations draw them together, along with Miss Brooke's constant companion, the timid Miss Brenda Boswell. When Charmaine discovers proof of Farrington's betrayal, he is forced to choose between friendship and patriotism.  Shots are fired, tears fall, and love conquers all in this remarkable historical romance."
,,,,,12921.0,0.522,,The White Princess,"Caught between loyalties, the mother of the Tudors must choose between the red rose and the white.When Henry Tudor picks up the crown of England from the mud of Bosworth field, he knows he must marry the princess of the enemy houseÃ¢ÂÂElizabeth of YorkÃ¢ÂÂto unify a country divided by war for nearly two decades.But his bride is still in love with his slain enemy, Richard IIIÃ¢ÂÂand her mother and half of England dream of a missing heir, sent into the unknown by the White Queen. While the new monarchy can win power, it cannot win hearts in an England that plots for the triumphant return of the House of York.HenryÃ¢ÂÂs greatest fear is that somewhere a prince is waiting to invade and reclaim the throne. When a young man who would be king leads his army and invades England, Elizabeth has to choose between the new husband she is coming to love and the boy who claims to be her beloved lost brother: the rose of York come home at last."
